SVD_1,SVD_2,SVD_3,SVD_4,SVD_5,SVD_6,SVD_7,SVD_8,SVD_9,SVD_10,SVD_11,SVD_12,SVD_13,SVD_14,SVD_15,SVD_16,SVD_17,SVD_18,SVD_19,SVD_20,SVD_21,SVD_22,SVD_23,SVD_24,SVD_25,SVD_26,SVD_27,SVD_28,SVD_29,SVD_30,SVD_31,SVD_32,SVD_33,SVD_34,SVD_35,SVD_36,SVD_37,SVD_38,SVD_39,SVD_40,SVD_41,SVD_42,SVD_43,SVD_44,SVD_45,SVD_46,SVD_47,SVD_48,SVD_49,SVD_50,Company,Sector,Quarter
0.43945462488365966,-0.1756050669685118,0.020131904482290672,-0.12162922832751266,0.1113632964837848,0.019450181787097558,0.025318903082792527,-0.3170224769436634,-0.1881686164121879,0.4120651601686463,-0.15357725284467655,0.28226459385308267,0.3912712154140031,0.02837441084615906,-0.09948293264449268,0.08443702554132053,-0.014541986047334593,-0.06382758893080834,0.01587176016612455,0.03865144397691276,0.011543966089137834,0.045702486645056155,0.18053791543269854,0.011115965883331786,0.004617891698492457,0.04281274162912189,-0.027236163813162087,-0.02302807613375032,-0.03613701147428813,0.07013087076037769,-0.05972199011989997,-0.02767271522832607,0.006552293458985578,-0.04707986707422535,-0.08355291378101777,0.028396061891145817,-0.04434650891855957,0.04013121514801368,0.08677109424655272,0.04033730139110571,-0.016018378532504665,0.04762404977135302,-0.047308746176077075,-0.007485832957790041,-0.06135978229689616,0.010385705151243605,0.013314666397514587,0.033528460337362745,-0.08198147343234741,-0.001926062884951188,3M,ConsumerGoods,Q1-2023
0.44498797569900456,-0.2106804970424997,-0.005231316752185254,-0.13650276095872893,0.1605353673980394,0.0059406875840756395,0.04910364819401971,-0.27584524317081366,-0.20979926346204741,0.4078707539050528,-0.15239062853200605,0.2835124386821692,0.37779535161030114,0.0246072723159507,-0.11852928830861614,0.09299214155527591,0.001132921072491264,-0.016530447593507195,0.033659843476294714,0.032218485321622255,0.0008485989333273594,0.008472792732573812,0.06307322205804823,-0.05296999094182628,0.021208169382945844,-0.007826431784425937,0.027390559537259242,-0.0038094388447871127,0.017820198739903412,-0.030374144200790276,0.09217668394714222,0.018748377206583962,0.04043654598194407,-0.010628043835494773,0.1023895033602624,0.033655921959953976,0.07438309074391666,0.03177878603185917,-0.08915609654689623,-0.020123127268705132,0.0481487640384964,-0.06440742347172622,0.03357055234832646,0.015020581321208227,-0.0299331604626014,-0.09257705376966927,-0.05535466879903515,0.049394515655300904,-0.004052009501893053,0.00688777208778351,3M,ConsumerGoods,Q1-2024
0.4107447443561675,-0.18561350830241766,0.00852847746614184,-0.14575394636207176,0.1558533729544066,0.022048170932285796,0.014610030202619083,-0.3106553407867558,-0.19741163349128651,0.4223872548144449,-0.15919197655865436,0.30303572459328854,0.38532453788557947,0.019225621043313487,-0.09177370468245802,0.09112609467024586,0.011997809627483702,-0.04469251824724853,0.04241773828172983,0.023665910394481716,0.00947379812383435,0.029991230155754896,0.20150277189181118,-0.0067621253573732455,-0.007145554109331258,0.03776569869205739,-0.0448514941878886,-0.01620315537975026,-0.01752349655693493,0.0060160687136430755,-0.03947479944258815,-0.010430157474193753,0.056684636604440355,0.025912090496706723,-0.06787486314830457,0.05308780968904156,-0.009223704607883309,0.009086223318435008,0.07625693768716445,0.05315662019526525,-0.061874830980479384,0.029999144836365146,-0.022388119825604604,0.03320028470587436,0.01222232568470649,0.016963359083803527,0.030324089039928167,-0.03214802935300024,-0.04486400951064206,0.06954721359315735,3M,ConsumerGoods,Q2-2023
0.5218357533386762,-0.21154548671000037,-0.05290506522504165,-0.09559828969219666,0.05205169425459884,-0.0013057468112011544,-0.008184657638967079,-0.2331529121979466,-0.19037403500926411,0.3380045247161457,-0.07708008009510856,0.21612764551435495,0.28340463865746307,0.021209342154403378,-0.0778101491587396,0.07295941597505279,0.02027692415867116,0.002450405652110814,0.04540696080654042,-0.030242434299658668,-0.015495337597961695,-0.06719460165896422,-0.3375436227556775,-0.01960892576936524,-0.059276028185265846,-0.10457332918024416,-0.058581828384252216,0.10301988030122365,-0.008364330483851365,-0.06385481347455114,-0.01601279700001151,-0.0296807424720988,0.21226735090167118,0.16180927910424403,0.03060476842106949,0.09229651242451202,0.12908427773439365,0.03988879316987584,-0.021467500721757703,-0.013700925399818343,0.033553260719045956,-0.03404198642537555,-0.03289282183704852,0.09992710273249725,0.10776310169339608,0.027210623798421388,-0.020680353105741615,-0.050007978120133835,0.07772059520214597,0.02852977272758238,3M,ConsumerGoods,Q2-2024
0.42589696306954417,-0.1875431396308973,-0.0027587746159218754,-0.12313050280302866,0.11939054116151569,0.015181765988529152,0.013720638844684928,-0.31770059219027846,-0.19969430913751374,0.4401488777168759,-0.15726882509943677,0.29634683815550367,0.4056037834736205,0.02720639238665658,-0.11140331111892725,0.0970165810957886,0.02739269356173767,-0.033468934450967644,0.04563308383751883,0.021644766028688065,-0.0011467689428337259,0.015426800357787948,0.14451756531306556,-0.009637846998199593,-0.0006782201842278371,0.009339493560998531,0.046519440028638066,-0.039651110082280235,-0.017434736892722357,0.02670128424320481,0.017706371262552666,0.027338057700118233,-0.0334125507876382,-0.027131226083673812,-0.02952183306420027,-0.034044939398160105,-0.007935118391770583,-0.024868399761463607,-0.00708758754946349,0.017043092062908837,-0.0015950619172274856,0.008752575821556814,0.007690819062754618,-0.014656031861416084,0.004129299278627769,0.02513245609792778,0.04930897536014914,-0.0212842167565244,0.016274355284672873,0.033342261093462056,3M,ConsumerGoods,Q3-2023
0.578112967022787,-0.21997800609385884,-0.055266731705224566,-0.05139882547073326,-0.021783482305173074,-0.00788821560946663,-0.037956326489977175,-0.2675431652975714,-0.14013542856086897,0.2975260336198572,-0.022213524756360667,0.15843756736855177,0.2517888919174244,-0.0005331616992005487,-0.09374500808051134,0.07218629945019508,-0.011056304577339181,0.00011604175822357284,0.05487322223804687,-0.07770287361135016,-0.015659327096757217,-0.09160698700386447,-0.41395270724365696,0.022968493712464663,-0.02378174582410004,-0.10868005501278367,0.05396501097052206,0.026994709811446114,-0.009726300683619231,0.058264795818062355,-0.08334137826120844,-0.02313999192142527,-0.07110994160467712,-0.05403771949273508,-0.1430689357976532,-0.02092867198521759,0.011183295484657185,-0.03371761574402886,0.03204175973087865,-0.007759178039934697,0.013101326662560007,0.0223241998808983,-0.04289841167243396,-0.027418917235694996,-0.05766555088593016,0.0907528829763427,0.13567010354892986,-0.018952985797670484,-0.009523658186520087,-0.08414450200040546,3M,ConsumerGoods,Q3-2024
0.39332987382212337,-0.19460552235002945,-0.0016218560642162856,-0.13317229582974305,0.16955201125558345,-0.005668260658187734,0.03511298452118841,-0.25135167340754466,-0.19086316083440483,0.39449477420762646,-0.15825845653984516,0.286055177348283,0.37860686541149136,0.032134288974458025,-0.09186378425245628,0.07557993751352042,0.011157709917742795,-0.02600760914873537,0.020573328444207287,0.049620323724285216,-0.00552883695252337,0.04534783094206715,0.2791644710278458,-0.06619560912601889,0.019341353318135975,0.11031008635122014,0.03592086813097291,-0.02120499548890155,0.023096122100214212,-0.010263836416265135,0.07471241217696453,0.040365075503526304,-0.02968999606172393,0.02776807776703437,0.10447319363933023,-0.10948941491006184,-0.048643047319435063,-0.020640731666993713,-0.06041427460986886,-0.06404490817624524,0.031679744661052625,-0.010808930202260635,0.024484133510355114,-0.031058818940024692,0.05466906470502706,0.040835450938965775,0.008897722333440664,-0.008986000685348466,0.08787665707032409,-0.09945583335550866,3M,ConsumerGoods,Q4-2023
0.5489562462640518,-0.22498580945472127,-0.05387504648246601,-0.09233158072033937,0.005994556131318245,0.019982247394724005,0.005417662691855524,-0.259372484028209,-0.14992101585617743,0.3332015678192924,-0.04674551788560851,0.19701677252237088,0.2490132236428118,-0.023412669231585515,-0.08355344801382551,0.06492596552723186,-0.05821657715143311,-0.0012110705051919975,0.04205193497847815,-0.043667655089991105,-0.00352579124222489,-0.07630250148453986,-0.33624803486176336,0.03536290924995376,-0.06922573323106772,-0.1616161092590301,0.06445985003962987,-0.002664947115611203,0.07201588953421408,-0.08067237841288599,0.002433717223008624,0.04245183901635014,-0.20678644347611896,-0.08111981399774718,0.06512353665789035,-0.035188892577738565,-0.07589450032362975,-0.04773451895306856,-0.0664746453402444,-0.014960049954473689,-0.06718897578170828,-0.006190679707047395,0.04268162353721273,-0.09507728999621515,-0.03476821148103337,-0.10472741415238464,-0.13789516525455256,0.04620317810284192,-0.029467230800259592,0.033908182107133714,3M,ConsumerGoods,Q4-2024
0.6319103778726599,0.34277539274319646,-0.03327656256195262,-0.19294141651671848,-0.026796780603334944,0.2346447352460301,-0.07930026578484103,-0.17464224696886946,0.16292413614931245,-0.11299885296386643,0.13167701978309507,0.2112244372317414,-0.14614422418256232,0.09458257959962038,-0.20233372437557204,0.10945596629823642,0.013716565880895759,0.21540690105932192,-0.023281779567452095,0.059876538814538895,0.0016852105981685144,0.010151406349844926,-0.01952711534939395,-0.022538387944091392,0.013200784920420608,0.019243250704652395,-0.03397727948702744,0.06857984697055763,-0.010332763045880046,-0.0058274358558600085,0.027656939643787244,-0.01890744337920442,-0.01605677630063317,0.08751721533187228,0.06955384312444336,0.06848070471773776,-0.02383664050503346,0.024279673035836436,-0.042530698431427906,0.037368112783024814,-0.01171198974905584,-0.01790432024269065,-0.06897088203655433,0.004634325669652541,-0.03485416311717262,-0.06965804989228239,0.08358394510460397,0.03926508809545961,-0.043405844319978966,0.01376986050333335,AMD,Semiconductors,Q1-2023
0.6362866195832858,0.32849993503971764,-0.01574280107199152,-0.17771524213966408,-0.027165575843454415,0.2354767049294026,-0.09333134887058857,-0.18755216690769652,0.15897833729014052,-0.11755074463910721,0.15388785071279806,0.21036798228250497,-0.178325845808111,0.11355782915357332,-0.18910858745574177,0.08473750980191688,0.010272113149136576,0.275816382760167,0.002497334401733714,0.016463490471516077,0.012122499529611204,0.003629413132757262,-0.0013183639050102349,0.02845766201845967,-0.004716560856249957,0.019039911645936165,0.016040050275825012,0.03449477566722824,-0.003974498334736034,0.03740020624890755,0.021973571507061602,0.03192674591627418,0.0033483037016799376,0.02229234359295855,-0.04391538321183134,-0.03423767942042302,-0.029717359393345234,0.027289867111339253,-0.022646124389469193,-0.01308994806391963,0.00022730202623687658,0.0050632513850372,-0.015203932685714173,-0.03509270152491916,0.00018067062520363785,-0.006717206039779109,0.04800808193726022,0.010230057882518056,-0.008007557325350497,0.012736671104859746,AMD,Semiconductors,Q1-2024
